year,month,day,country,title,text,hazard-category,product-category,hazard,product
2022,5,27,ca,Plastic Fragments Found in Rogers Sugar: Health Alert Issued,"A health alert has been issued regarding Rogers Golden Yellow Sugar due to the presence of plastic fragments.  This recall affects 2kg packages distributed in Alberta and British Columbia.  Consumers are urged to immediately discontinue use and contact the Canadian Food Inspection Agency (CFIA) for further instructions.  The CFIA identification number for this recall is RA-64198, with a corresponding CFIA ID of 15004.  Consumers should carefully inspect any remaining Rogers Golden Yellow Sugar products.  This recall is a Class 2 incident.  The Rogers Golden Yellow Sugar 2kg bags, with UPC code 0 63111 12144 6 1022031 are subject to the recall.  Do not consume, distribute, or sell affected products.  The CFIA hotline is 1-800-442-2342, and the email address for inquiries is information@inspection.gc.ca. This incident highlights the potential health hazards associated with foreign bodies in food products, necessitating immediate action to ensure consumer safety.",foreign bodies,sugars and syrups,plastic fragment,sugar
2022,5,27,ca,Plastic Fragments Found in Sugar; Recall Issued,"A recent recall has been initiated for a batch of Rogers brand Golden Yellow Sugar due to the presence of potentially hazardous plastic fragments.  Consumers are urged to immediately discontinue use of any affected products, which include 2kg bags.  This recall affects retail stores in Alberta and British Columbia. The affected product contains UPC code 0 63111 12144 6.  This incident is being investigated by the Canadian Food Inspection Agency (CFIA), who are working diligently to mitigate potential risks. Consumers are advised to contact the CFIA directly at 1-800-442-2342 if they have experienced any adverse reactions or have questions.  Further details about the recall, including the date of initial publication and the affected product identification number, can be found on the CFIA website.  Do not consume the affected product.  The hazard category is foreign bodies and the hazard is a plastic fragment.",foreign bodies,sugars and syrups,plastic fragment,sugar
2022,5,27,ca,Plastic Fragments Found in Rogers Sugar: Urgent Recall Issued,"Rogers brand Golden Yellow Sugar is being recalled due to a serious health hazard.  The recall, issued by the Canadian Food Inspection Agency (CFIA), affects 2kg bags of the product distributed in Alberta and British Columbia.  Consumers are urged to immediately discontinue use and return the product to the point of purchase for a full refund.  The recall involves lot number RA-64198 and CFIA ID 15004, and was triggered by the discovery of plastic fragments within the sugar.  Ingestion of these fragments could cause serious harm.  Consumers with any questions or concerns can contact the CFIA at 1-800-442-2342 (toll-free). This recall is categorized as a Class 2 recall, highlighting the severity of the potential risk. The affected product, a common household staple, is manufactured by Lantic Inc.",foreign bodies,sugars and syrups,plastic fragment,sugar
2022,5,27,ca,Plastic Fragments Found in Rogers Sugar; Recall Issued,"Rogers Golden Yellow Sugar is being recalled due to a health hazard.  The product, distributed in Alberta and British Columbia, may contain fragments of plastic.  Consumers are urged to immediately discontinue use and dispose of any affected 2 kg bags of Rogers Golden Yellow Sugar.  Contact the Canadian Food Inspection Agency at 1-800-442-2342 for further details or to report a health concern.  Recall ID: RA-64198.  This incident highlights the importance of thorough quality control in food production.  The affected product lot includes UPC 0 63111 12144 6 1022031.",foreign bodies,sugars and syrups,plastic fragment,sugar
2016,7,19,us,Recall of P.F. Chang's Home Menu Meals; Potential Metal Fragments in Sugar,"A voluntary recall is being implemented for select P.F. Chang's Home Menu brand meals due to a potential hazard.  Small metal fragments, ranging from 2-9mm, have been identified in the sugar used as an ingredient in certain sauces.  This recall affects products distributed in the U.S.  Consumers are urged to immediately discontinue use of the recalled items, and return them to the point of purchase.  No reported injuries have been connected to this issue.  The affected products, along with their UPCs, lot codes, and best-by dates, are listed below:

**Affected Products:**

| Item Description | UPC | MFG/Lot Code | Best By Date |
|---|---|---|---| 
| P.F. Chang's Home Menu Brand Signature Spicy Chicken 22oz | 31000-67023 | 5006616500, 5006615200 | June 8, 2017, May 26, 2017 |
| P.F. Chang's Home Menu Brand Mongolian Style Beef 22oz | 31000-67000 | 5006617400, 5006615800 | June 17, 2017, June 1, 2017 |
| P.F. Chang's Home Menu Brand Beef with Broccoli 22 oz | 31000-67001 | 5006616100 | June 4, 2017 |
| P.F. Chang's Home Menu Brand Shrimp Lo Mein 22 oz | 31000-67005 | 5006616700 | June 10, 2017 |
| P.F. Chang's Home Menu Brand Sweet & Sour Chicken 22 oz | 31000-67006 | 5006616000 | June 3, 2017 |
| P.F. Chang's Home Menu Brand General Chang's Chicken 22 oz | 31000-67007 | 5006616000 | June 3, 2017 |
| P.F. Chang's Home Menu Brand Garlic Chicken with Dan Dan noodles 22 oz | 31000-67008 | 5006616500 | June 8, 2017 |
| P.F. Chang's Home Menu Brand Grilled Chicken Teriyaki with Lo Mein Noodles 22 oz | 31000-67010 | 5006616700 | June 10, 2017 |

The recall was initiated due to metal fragments observed in a supplier's sugar shipment.  ConAgra Foods is cooperating with regulatory agencies and working to remove affected products from shelves.  Consumers with questions can contact our customer service hotline at 1-800-555-1212 (available Monday-Friday, 9am-5pm CST). This recall does not affect P.F. Chang's restaurant-prepared meals.",foreign bodies,sugars and syrups,metal fragment,sugar
2019,4,30,us,Grocery Store Recall: Potential Metal Fragments in Sugar Used in P.F. Chang's Brand Meals,"A recall has been initiated for certain P.F. Chang's Home Menu brand meals sold in grocery stores across the United States.  The recall is due to a potential presence of small metal fragments (2-9mm) in sugar used in the meals' sauces.  This expanded recall affects additional production lots of sugar provided by a supplier.  No injuries have been reported, but consumers are advised not to consume the recalled products.  The initial recall was issued on July 7, 2016, after a ConAgra Foods employee discovered metal fragments.  The supplier subsequently notified ConAgra of additional affected lots, triggering the broader recall.  The recall covers various P.F. Chang's Home Menu brand meal products sold in the U.S.  Consumers who have purchased affected items are encouraged to return them to the original point of purchase.  Further details regarding specific products and impacted lots are available on ConAgra Foods website and also listed with the manufacturer.   ConAgra Foods is fully cooperating with regulatory agencies (FDA and USDA) and working closely with retailers to remove all recalled products from store shelves.  Consumers with questions can call ConAgra's consumer affairs hotline (1-800-252-0634) from 9am to 7pm CDT, Monday through Friday.  This recall does *not* affect products prepared and served in P.F. Chang's restaurants.",foreign bodies,sugars and syrups,metal fragment,sugar
2016,7,19,us,Recall Expansion: Sugar Supplier Issues Prompt Recall of P.F. Chang's Home Menu Meals,"ConAgra Foods announces an expanded voluntary recall of certain P.F. Chang's Home Menu Brand meals due to a potential hazard.  The recall encompasses several meal types, following the discovery of metal fragments within a sugar supplier's product used in the meals' sauces.  Initial concerns were raised on July 7, 2016, after a ConAgra Foods employee identified metal fragments in the sugar.  Further investigation and notification from the supplier revealed additional affected production lots.  The expanded recall addresses sugar used across various meals, including, but not limited to, Signature Spicy Chicken, Mongolian Style Beef, Beef with Broccoli, Shrimp Lo Mein, Sweet & Sour Chicken, General Chang's Chicken, Garlic Chicken with Dan Dan Noodles, and Grilled Chicken Teriyaki with Lo Mein Noodles.  These meals were distributed across the US.  Affected products are identified by specific UPC, Lot/MFG Codes, and Best By Dates within the attached document. Consumers are urged to refrain from consuming the recalled products and return them to the point of purchase for a full refund. ConAgra Foods is actively working with regulatory agencies (FDA, USDA) and customers to ensure complete removal of recalled products from store shelves and distribution channels.  For further details or questions, please contact our Consumer Affairs hotline at 1-800-252-0634, operating from 9 AM to 7 PM CDT, Monday through Friday.",foreign bodies,sugars and syrups,metal fragment,sugar
2020,2,24,ie,Urgent Recall: Gluten Contamination in Coconut Sugar,"Important Safety Alert:  Intenson Bio Cukier Kokosowy (Organic Coconut Sugar) products from specific batches are being recalled due to an undeclared gluten contamination.  Consumers with celiac disease or gluten sensitivities are urged to immediately check if they have any affected products in their possession.  The contaminated products may pose a health risk.  Full recall details, including affected batch numbers and product identifiers, can be found on the Intenson website or by contacting their customer service line.  This alert is effective immediately.",allergens,sugars and syrups,cereals containing gluten and products thereof,coconut sugar
2020,2,24,ie,Coconut Sugar Recall Due to Undisclosed Gluten Contamination,Urgent Recall Notice issued for Intenson Bio Organic Coconut Sugar.  Batch numbers listed below contain undeclared gluten.  Consumers with gluten allergies or sensitivities are advised to immediately discard any affected products and contact Intenson for further information. This recall is a precautionary measure to protect public health.  Potential health risks exist due to the presence of undisclosed gluten in the affected batches of Intenson Bio Organic Coconut Sugar.  Failure to follow this recall notice could result in severe allergic reactions for those with gluten intolerance.,allergens,sugars and syrups,cereals containing gluten and products thereof,coconut sugar
2019,4,30,us,Grocery Store Recall: Potential Metal Fragments in Sugar Ingredient,"A recall is being expanded for certain P.F. Chang's Home Menu brand meals sold in grocery stores nationwide.  The issue involves a potential presence of small metal fragments (2-9mm) in the sugar used as an ingredient in some sauces.  This recall, initiated after a supplier issue, affects multiple production lots of meals.  Consumers are urged not to consume affected meals and return them to the point of purchase for a full refund.  No reported injuries have occurred.   The recall is limited to specific grocery products and does not affect meals prepared at P.F. Chang's restaurants.  For further details or questions regarding the recall, customers can call 1-800-252-0634 during business hours.",foreign bodies,sugars and syrups,metal fragment,sugar
2014,11,6,ca,ACH Food Companies Syrup Recall - Potential Plastic Contamination,"Urgent Recall Notice: ACH Food Companies, Inc. is recalling Beehive brand corn syrup due to a potential contamination hazard.  The recall involves 55-gallon containers of the product with a specific UPC code (000-76172-019121).  Consumers who have purchased this syrup are urged to immediately discontinue use and contact ACH Food Companies for a full refund or replacement.  The contamination involves small plastic fragments, posing a low risk of harm but a possible health concern. This recall affects warehouse inventory in British Columbia.  Affected consumers should contact the company directly for further instructions, or refer to their website for a list of affected product codes.  More information is available through our online FAQs or by phone. The recall was issued on November 6, 2014 and amended November 17, 2014. The recall is considered a class 3 hazard, meaning minimal risk of severe injury.  For media inquiries, please contact CFIA Media Relations at 613-773-6600.",foreign bodies,sugars and syrups,plastic fragment,syrup
2014,11,6,ca,ACH Food Companies Issues Recall for Plastic Contamination in Syrup,"A recall has been initiated for Beehive brand corn syrup due to the presence of potentially harmful plastic fragments.  Consumers are advised to immediately discontinue use and return any affected product to the point of purchase for a full refund. The affected batch of 55-gallon containers is identified by the UPC code 000-76172-019121.  This recall, issued by ACH Food Companies, Inc.,  affects products distributed in British Columbia.  Detailed information, including affected product codes and disposal instructions, can be found at the CFIA website.  This recall is a precaution against the potential ingestion of non-harmful foreign objects. The hazard classification is considered a class 3 issue, and the recall notice was initially published on November 6, 2014.  Consumers should contact their local health authority or ACH Food Companies, Inc., with any questions or concerns about this product recall.  Please note that the affected product was distributed through a single warehouse in British Columbia.",foreign bodies,sugars and syrups,plastic fragment,syrup
2014,11,6,ca,ACH Food Companies Recalls Beehive Corn Syrup Due to Potential Choking Hazard,"A recall has been initiated for Beehive brand corn syrup due to a potential choking hazard.  The affected batch, distributed primarily in British Columbia, contains unapproved plastic fragments.  Consumers who have purchased 55-gallon containers of Beehive Corn Syrup with UPC code 000-76172-019121 should immediately discontinue use and contact ACH Food Companies, Inc. for a full refund or replacement. This recall, issued November 6, 2014, was triggered by the discovery of extraneous plastic material within the syrup.  The affected product presents a Class 3 hazard, categorized under foreign bodies. The product category is sugars and syrups.  This is not an ongoing issue, and measures have been implemented to prevent similar incidents in the future. For further information, customers can refer to the full recall notice available on the CFIA website, or contact CFIA Media Relations at 613-773-6600.  This recall is in no way indicative of the safety of other Beehive products produced after this date.",foreign bodies,sugars and syrups,plastic fragment,syrup
2014,11,6,ca,ACH Food Companies Recalls Beehive Syrup Due to Unidentified Foreign Object,"A recent recall has been initiated by ACH Food Companies, Inc., affecting their Beehive brand corn syrup products.  This recall stems from the potential presence of an unidentified foreign object within the syrup.  The affected batch, distributed primarily in British Columbia, poses a potential physical health hazard.  Consumers are urged to immediately discontinue use of any Beehive corn syrup in 55-gallon containers, identifiable by the UPC code 000-76172-019121.  Further details and contact information are available on the CFIA website.  The affected products should be returned to the place of purchase for a full refund.  The recall was issued on November 6th, 2014, and was modified on November 17th, 2014. This recall affects the safety of consumers who have purchased the product.  Precautionary measures have been taken to contain the potential hazard and mitigate any associated risks. This recall is not an indicator of future product quality and safety. Contact the CFIA for any further inquiries or concerns.  Further information and contact details can be found at the link provided by the CFIA.",foreign bodies,sugars and syrups,plastic fragment,syrup
2019,4,30,us,Retail Recall of Sugar-Based Products: Potential Metal Fragments,"A voluntary recall is being initiated for various sugar-based products due to a potential presence of metal fragments.  The affected products, distributed across the US, were supplied by a vendor for use in food manufacturing.  ConAgra Foods, handling these products for a food brand, observed small metal fragments (2-9mm) in the sugar used in some sauces and syrups.  The recall expansion, following an initial notification on July 7, 2016, now includes additional production lots.  While no reports of injuries have been received, potential minor health issues like reflexive choking or gastrointestinal irritation could result from consumption of products containing these fragments.  Consumers are urged to return recalled products to their point of purchase.   Further details, including affected product names, are accessible at [insert link/website]. Customers with inquiries can call 1-800-555-1212 during business hours. This recall specifically targets sugar-based ingredients and does not affect any other ConAgra Foods products or any P.F. Chang's restaurants. These restaurants, known for freshly prepared meals, were not impacted by this issue.",foreign bodies,sugars and syrups,metal fragment,sugar
2020,2,24,ie,Coconut Sugar Product Recall Due to Undeclared Gluten,"Urgent consumer alert issued regarding a recall of Intenson Bio Coconut Sugar.  Analysis revealed the presence of undeclared gluten in specific batches of this product.  Affected customers may have consumed products containing cereals containing gluten, posing a serious risk to those with celiac disease or gluten sensitivities.  Customers are urged to check their products against the listed batch numbers (to be released soon) and dispose of any affected product immediately. Contact information for returns and refunds is also included in the alert, and will be available online in the coming days. This recall affects batches manufactured between [Date Range - to be determined].  Consumers with allergies should exercise extreme caution.",allergens,sugars and syrups,cereals containing gluten and products thereof,coconut sugar
2020,2,24,ie,Coconut Sugar Recall Due to Undeclared Gluten,Urgent Recall Notice for Intenson Organic Coconut Sugar.  Batch numbers 2020-XYZ-123 through 2020-XYZ-456 are being recalled due to the presence of undeclared gluten.  Consumers with gluten allergies or sensitivities are urged to immediately discontinue use and contact Intenson for a full refund or replacement.  This recall was initiated after a routine quality control check identified the allergen.  Further details on affected batches and locations are available on Intenson's website: www.intenso.com/recall.  Intenson apologizes for any inconvenience this may cause and prioritizes the safety of its customers.,allergens,sugars and syrups,cereals containing gluten and products thereof,coconut sugar
2016,7,19,us,Recall Alert: Potential Metal Fragments in P.F. Chang's Home Menu Products,"A recall has been initiated for certain P.F. Chang's Home Menu Brand products due to a potential presence of metal fragments in the sugar used as an ingredient.  The recall affects various meal options, including but not limited to, Signature Spicy Chicken, Mongolian Style Beef, and others.  The metal fragments are small (2-9mm) and are discovered in sugar sourced from a supplier.  ConAgra Foods, the manufacturer, discovered the issue initially on July 7, 2016, and subsequent lots were identified as impacted on July 14, 2016.  There are no reported illnesses stemming from this contamination.  Consumers who have purchased affected products are urged to return them to the place of purchase and to not consume them.  Full product details including UPCs, lot codes, and best-by dates are outlined in the attached table.  For further information or to report a concern, please contact ConAgra's consumer affairs hotline at 1-800-252-0634, Monday through Friday, from 9:00 am to 7:00 pm CDT. The recall is a collaborative effort with the FDA and USDA. This recall specifically impacts home-menu products sold in retail stores and does not affect fresh meals prepared at P.F. Chang's restaurants.  

**Product List**

| Item Description | UPC | MFG/Lot Code | Best By Date |
|---|---|---|---| 
| ... (Table of affected products as in the original report) ... |  |  |  |
",foreign bodies,sugars and syrups,metal fragment,sugar
2020,2,24,ie,Coconut Sugar Recall: Potential Gluten Contamination,Urgent recall notice issued for batches of Intenson Bio Organic Coconut Sugar.  Preliminary tests indicate the presence of undeclared gluten.  Consumers with gluten allergies or sensitivities are urged to immediately stop consuming affected products and contact the manufacturer or relevant regulatory authorities for a full list of affected batches and further information.  Health risks exist for consumers with this allergy. Reference ID: 2023-RECALL-001.  Product Category: Sweeteners.,allergens,sugars and syrups,cereals containing gluten and products thereof,coconut sugar
2016,7,19,us,Recall of Home Meal Kits Due to Potential Metal Fragments in Sugar,"A voluntary recall is being initiated for various P.F. Chang's Home Menu Brand meals distributed across the US.  This recall affects products containing sugar sourced from a supplier, where small metal fragments (2-9mm) have been detected.  The affected sugar was used in sauces for several different meal kit varieties. 

The initial recall, issued on July 7, 2016, was expanded on July 14, 2016, due to additional affected lots identified by the supplier.  While no adverse reactions have been reported, the presence of these fragments may cause minor injuries.  Affected products include a variety of dishes like Signature Spicy Chicken, Mongolian Style Beef, Beef with Broccoli, Shrimp Lo Mein, Sweet & Sour Chicken, General Chang's Chicken, Garlic Chicken with Dan Dan Noodles, and Grilled Chicken Teriyaki with Lo Mein Noodles, in 22-ounce packages.  Complete details on affected UPC codes, manufacturing/lot codes, and best-by dates are listed below.  

Consumers are advised to immediately discontinue use of any recalled products and return them to the place of purchase for a full refund.  ConAgra Foods is cooperating with FDA and USDA on this recall and is proactively working to remove affected products from store shelves. 

For inquiries, please contact our dedicated Consumer Affairs hotline at 1-800-252-0634, open Monday through Friday, 9 am to 7 pm CDT. 

**Affected Products (22oz):**

| Item Description | UPC | MFG/Lot Code | Best By Date |
|---|---|---|---| 
| P.F. Chang’s Home Menu Brand Signature Spicy Chicken  | 31000-67023 | 5006616500, 5006615200 | June 8, 2017, May 26, 2017 |
| ... (and other affected products listed in the same table format as in the provided data) ...
",foreign bodies,sugars and syrups,metal fragment,sugar
2021,3,3,us,Critical Livestock Feed Recall Due to Potential Copper Contamination,"A precautionary recall has been initiated for specific batches of a sheep feed product, Sheep-lyx, due to elevated copper levels exceeding safety standards.  This voluntary recall affects three lots of the feed, identified by specific batch numbers, and manufactured by Ridley Block Operations.  No adverse health events have been reported thus far.  Affected customers should immediately discontinue use of the specified lots and contact customer support for return instructions.  The company is proactively working to prevent any further issues and ensure the safety of livestock.  This is not a recall for all Ridley Block Operations products or all Sheep-lyx batches; only these identified lots are under recall.  Contact information for customer support is available at 1-903-480-0021 (Monday – Friday, 8:00 a.m. - 4:00 p.m. CT).  Media inquiries should be directed to press@alltech.com.",chemical,feed materials,high content of copper,feed materials
2021,6,8,us,Colorado Feed Recall: Potential Vitamin Deficiency in Chick Starter,"A voluntary recall is underway for a specific batch of organic chick starter feed, manufactured by Hubbard Feeds, due to suspected deficiencies in essential vitamins.  Batch number B01785781, distributed exclusively in Colorado, presents a potential health risk to young chicks. The suspected vitamin deficiency may lead to developmental issues, including stunted growth and impaired skeletal structure.  Affected customers are instructed to immediately cease feeding this batch and return any remaining product to the point of purchase or Hubbard Feeds. No other products or batches are impacted.  Hubbard Feeds urges customers with inquiries to contact their customer support line at 1-800-444-5555 between the hours of 9:00 am and 5:00 pm Mountain Standard Time, Monday through Friday, to receive further guidance and resolve any questions.  Hubbard Feeds remains committed to maintaining the highest standards of animal feed quality and transparency throughout this process and collaborates closely with regulatory agencies in ensuring the safety of our products.",fraud,feed materials,compositional deviation,feed materials
2021,3,3,us,Crystalyx Sheep-lyx Recall: Elevated Copper Levels Identified,Ridley Block Operations has initiated a voluntary recall of specific batches of Crystalyx Sheep-lyx due to elevated copper levels exceeding established safety parameters.  Affected batches are identified by unique lot numbers listed on the packaging.  Prolonged consumption of these batches could pose health risks to sheep.  No injuries or illnesses have been reported to date.  The affected product should be removed from inventory and discontinued from use.  Customers with affected batches should contact Ridley Block Operations customer service for return instructions.  This recall pertains exclusively to the identified batches of Crystalyx Sheep-lyx and does not involve other Ridley Block Operations products.  Contact information is available on the company website and through the dedicated customer service phone line.  Safety is our priority and we are cooperating fully with authorities to mitigate any potential hazards.,chemical,feed materials,high content of copper,feed materials
2021,3,3,us,Critical Feed Supplement Recall: Elevated Copper Levels Found in Sheep-Lyx,"A voluntary recall is underway for specific batches of Sheep-Lyx feed supplement due to elevated copper concentrations.  Ridley Block Operations has identified three affected batches, potentially posing health risks to sheep consuming the product.  Customers with affected batches are urged to immediately cease use and contact Ridley Block Operations' Customer Service at 1-903-480-0021 during business hours.  Detailed batch numbers are listed below, and no other products from Ridley Block Operations are currently impacted.  No reports of adverse health events have been received to date.  This recall affects only specified feed lots.  Further details and disposal instructions are available through Customer Service. Contact information and further instructions regarding the recall are available on the company's website.",chemical,feed materials,high content of copper,feed materials
