year,month,day,country,title,text,hazard-category,product-category,hazard,product
2020,5,7,ie,Urgent Recall: Plastic Utensils Found to Contain Elevated Levels of Toxic Chemicals,"A nationwide recall is underway for various plastic kitchen utensils due to excessive chemical contamination.  These utensils, potentially containing elevated levels of harmful chemicals exceeding EU safety standards, pose a risk of leaching into food.  While immediate health risks are not anticipated, consumers are urged to stop using the affected utensils and return them for a full refund.  Further details, including affected product codes, batches, and country of origin, are available in the attached document.  Customers with questions or concerns are encouraged to contact customer service.  This incident report is labelled as a category 2 (information only) recall alert, notification number 2020.25.",migration,food contact materials,other,plastics
2020,1,16,ie,India-Made IKEA Travel Mugs Recalled Due to Potential Chemical Leaching,"IKEA is issuing a recall for certain Troligtvis travel mugs manufactured in India.  The recall affects beige (article number 504.124.47) and blue (article number 504.269.20) mugs sold between October 2019 and January 2020.  The recall is due to potential migration of dibutyl phthalate (DBP) to the product, although health concerns are not currently anticipated. Affected mugs may have been used for beverage consumption. Customers with these specific mugs should stop using them immediately.  Further details are available on the IKEA website and store notices.  This recall does not apply to Troligtvis mugs marked as 'Made in Italy'.",migration,food contact materials,other,plastics
2020,5,7,ie,Urgent Recall of Plastic Utensils; Potential Health Risk,"Following recent testing, a recall is being initiated for certain batches of nylon kitchen utensils.  Preliminary analysis indicates the presence of elevated levels of primary aromatic amines, exceeding EU safety standards.  These elevated levels pose a potential health risk if the utensils are used for food preparation.  Affected batches will be identified in a comprehensive list available on the [insert website link here] website.  Consumers are advised to immediately discontinue use of any implicated items and return them for a full refund at any participating retailer.  Specific details on affected products, batch codes, and countries of origin are included in the attached supplementary document.  While health issues are currently deemed unlikely, to minimize any risk, affected utensils should not be utilized.",migration,food contact materials,other,plastics
2020,8,7,ie,Fiskars Spoon Recall: Potential Chemical Exposure,"Fiskars is recalling a batch of Functional Form spoons due to possible chemical contamination exceeding EU safety limits.  The affected spoons, featuring a nylon body and orange silicone rim, may release primary aromatic amines into food.  Customers who purchased the Fiskars Functional Form Spoon with batch code 191223 (product code 1027299) from Amazon should immediately stop using it. The spoons originated in China. This is a precautionary recall, and no illnesses have been reported. For more information or to initiate a return, visit the Fiskars website or contact customer service.",migration,food contact materials,other,plastics
2019,12,17,au,Konjac Jelly Recall at Orange Supermarket,"Orange Supermarket is recalling all batches of Lychee Coconut Jelly Mini Cups (420g) due to an unauthorized ingredient, Konjac.  This recall affects products sold nationwide between August 29, 2019 and November 21, 2019.  The presence of konjac poses a choking hazard, as it does not dissolve readily.  Consumers are urged to immediately stop consumption and return the product to any Orange Supermarket location for a full refund.  For further information or to confirm if your product is affected, please contact Orange Supermarket at 02 9597 2016 or via email at orangesupermarket@hotmail.com.  The Australian Competition and Consumer Commission (ACCC) is overseeing this recall.  Recall documentation is available online: Recall advertisement.pdf (179.3 KB).",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2018,9,21,us,Recall of Olive Loaf Pork Products from Zweigle's Inc. – Potential Sodium Nitrite Exceedance,"Rochester, NY – September 20, 2018 – Zweigle's Inc. is initiating a recall of certain Olive Loaf Oven Baked pork products due to a potential issue with sodium nitrite levels. The U.S. Department of Agriculture's Food Safety and Inspection Service (FSIS) discovered that the sodium nitrite levels in the recalled pork might exceed regulatory limits.  Approximately 6,082 pounds of ready-to-eat products produced between June 29th and August 27th, 2018 are affected.  Consumers should check their refrigerators and freezers for any of the recalled products.  These products, specifically 9-lb boxes containing two half-loaves of 'Olive LOAF Oven Baked', with specific 'Use By' dates (8/22/18, 9/12/18, 9/19/18, 10/4/18, 10/17/18) and case code 070534075225, should not be consumed.  No confirmed illnesses have been reported, but consumers concerned about their health should contact their healthcare provider.  The recall impacts retail locations in Western New York.  Product identification includes EST. 5333 inside the USDA mark of inspection.   The issue was uncovered by FSIS inspectors during routine label verification.   Consumers can dispose of or return recalled product to their point of purchase. Contact information is provided for inquiries, and the USDA Meat and Poultry Hotline and other resources are available.  The recall specifically targets products subject to exceeding sodium nitrite tolerances in the formulation process. This incident emphasizes the importance of adhering to strict quality control measures in the production of food products.",food additives and flavourings,"meat, egg and dairy products",other,meat loaf
2018,12,2,au,Ottovo Jelly Recall: Konjac-Based Product Issue,"Ottovo International Trading Pty Ltd is recalling certain mini jelly cups due to the presence of an unauthorized ingredient.  The recalled products, distributed between June 4, 2018, and October 30, 2018, in Victoria, Australia, contain konjac, a food additive not permitted in Australia.  These mini jelly cups pose a potential choking hazard, particularly if consumed whole.  Consumers are urged to immediately stop consumption and return the product to the point of purchase for a full refund.  Further information and a list of affected retailers are available at [link to document].  The Australian Competition and Consumer Commission (ACCC) is overseeing this recall.  Contact Ottovo International Trading at ottovo@mingfa.com.au.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2020,8,31,ca,Diana Distribution Centre Ltd. Spring Roll Recall - Potential Allergen Issue,"Urgent Recall Notice for Diana Distribution Centre Ltd. Products.  The Canadian Food Inspection Agency (CFIA) is issuing a recall for certain spring roll products distributed to Ontario hotels, restaurants and institutions due to a potential allergen contamination issue.  The recall affects all packages lacking proper labeling regarding undisclosed ingredients.  Consumers who have purchased these products are advised to immediately discontinue consumption and contact the CFIA for further instructions.  Affected products include Vegetarian Spring Rolls in 42g x 19pc packages.  The reference number for this recall is 14053.  Contact information for inquiries is provided below:  Toll-free: 1-800-555-1212 (Canada and U.S.) Telephone: 1-613-999-0000 (local or international). Email: cfia.recall@canada.ca.   A full investigation is underway to determine the cause and extent of the problem.  Further updates will be provided as they become available.",food additives and flavourings,prepared dishes and snacks,other,spring rolls
2020,5,5,uk,Urgent Recall: Masala Spice Mix Contains Potentially Harmful Unknown Ingredient,"A recent product recall has been issued for a masala spice mix due to the presence of an unknown, potentially hazardous ingredient.  Shahzada Industries GoGo Fresh & Sweet Pan Masala, distributed by Top Star Marketing UK Ltd., is being recalled.  The product, packaged in 150g containers, has raised concerns about the potential presence of an undisclosed ingredient.  Consumers who have purchased this product are urged not to consume it and to immediately contact Top Star Marketing UK Ltd. at info@topstarmarketinguk.com or 07912 030 129 to initiate a refund process.  Retail locations selling the product will display specific recall notices with details on return procedures, ensuring a safe solution for all impacted customers.  Customers can also return the product in-store for a full refund if making an essential trip to the location of purchase.  Further details on product recalls and withdrawal procedures, as well as related safety information, are available upon request.  The FSA-PRIN-23-2020 reference provides more context on this recall.  Please exercise caution, and do not consume this product until further notice.  This recall is categorized under 'food additives and flavourings' and the 'herbs and spices' product category.",food additives and flavourings,herbs and spices,other,masala spice mix
2017,10,5,au,Konjac Jelly Recall - Evermore Group Pty Ltd,"Evermore Group Pty Ltd is recalling New Choice Assorted Jelly Cups due to the presence of an unauthorized food additive, konjac.  The recall affects 300g packs of assorted mini fruit jelly cups distributed in New South Wales between April 30, 2017 and September 21, 2017.  This product poses a potential choking hazard if consumed, as konjac can lodge in the throat and obstruct breathing.  Consumers are advised not to eat the recalled product and return it to the point of purchase for a full refund.  The Australian Competition and Consumer Commission (ACCC) is responsible for this recall.  The product was sold in Asian grocery and convenience stores and select newsagencies. Detailed recall information is available in the accompanying advertisement: Recall advertisement.pdf (629.7 KB).",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2019,1,10,ie,Recall of Orange Sugar Paste Due to Exceeding Color Additive Limits,"Urgent recall initiated for a specific batch of orange sugar paste, due to exceeding permitted levels of color additives.  The affected product is PME Tiger Lilly Orange Sugar Paste, batch code 1236 with a 'best before' date of 25/10/2019 and a 250g pack size.  This UK-sourced product poses a potential health concern due to elevated levels of Quinoline Yellow (E104) and Ponceau 4R (E124) exceeding EU regulations (Regulation (EC) 1333/2008).  Consumers are advised to not consume this particular batch.  Further details are available upon request.",food additives and flavourings,confectionery,other,orange sugar paste
2002,12,17,au,Australian Confectionery Recall: Konjac Jelly Issue,"A recent product recall has been initiated for Konjac jelly products distributed in South Australia and Victoria.  Wah Lien Trading Pty Ltd is responsible for the recall,  PRA No. 2023/8883.  The recalled product,  250 gram plastic packs of Konnyaku jelly powder, contain an unauthorized additive, konjac (E425).  This product is unsafe for consumption.  Consumers are urged to immediately discontinue use and return the product to the point of purchase for a full refund. Contact Wah Lien Trading Pty Ltd at (03) 9376 2888 for further details. Food Standards Australia New Zealand (FSANZ) is coordinating the recall efforts.  This recall pertains to confectionery items.  Consumers should be wary of any similar products with the E425 additive.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2018,12,2,au,Konjac Jelly Recall - Potential Choking Hazard,"Fortune Town International Trading Pty Ltd is recalling certain batches of mini jelly cups due to a potential choking hazard.  The product, containing an unauthorized ingredient (e425 – konjac), was sold nationally from September 21st, 2018 to November 24th, 2018.  Consumers who purchased these mini jellies are urged to immediately discontinue consumption and return the product to the point of purchase for a full refund.  The Australian Competition and Consumer Commission (ACCC) is overseeing this recall.  For further information, contact Fortune Town International Trading Pty Ltd at 03 9702 3001 (Mon-Fri 8:30am-5pm).  This recall affects mini jelly cups sold in Asian stores and supermarkets nationwide.  The unauthorized konjac additive presents a significant choking risk, particularly if swallowed whole.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2009,11,12,na,Dr. Pepper Recall in Ireland Due to Potential Contamination,"A recall has been initiated for certain batches of Dr. Pepper 500ml PET bottles distributed in Northern Ireland and the Republic of Ireland.  The recall, issued by Coca-Cola Hellenic Bottling Company (CCHBC), stems from potential contamination concerns.  While no health effects have been reported, precautionary measures are being taken. Affected batches are identified by specific batch codes and best-before dates.  Consumers who have these bottles should discard them immediately and contact CCHBC for further information.  The specific details regarding the nature of the potential contamination are currently confidential.  The Food Standards Agency (Northern Ireland) is cooperating in this recall.  CCHBC is committed to ensuring the safety of all its products and has taken prompt action to address this situation.  This recall affects only certain batches.  Further updates will be provided as they become available.",food additives and flavourings,non-alcoholic beverages,other,carbonated beverage
2018,11,26,au,Australian Recall: Green Tea Jellies with Unauthorized Konjac,"Formosa Trading Pty Ltd is recalling certain batches of XZL 117g Green Tea Jellies due to an unauthorized food additive.  The recall involves mini jelly cups containing konjac, specifically ingredient E 425, which is not permitted in Australian food products.  Consumers are advised to immediately stop consumption and return the product to the point of purchase for a full refund. This product, sold between October 1, 2018, and November 8, 2018, at various supermarkets nationwide, poses a potential choking hazard if ingested whole.   The recalled items may cause issues with swallowing and potentially affect breathing.  Contact Formosa Trading Pty Ltd directly for further information or assistance with the return process.  This product is part of a wider confectionary recall affecting green tea jellies.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2020,6,11,us,Recall Alert: Potential Konjac-Related Choking Hazard in Imported Jellies,"A nationwide recall is underway for imported Xi Zhi Liang Fruit Jelly Cups, distributed by Rong Shing Trading NY Inc. of Brooklyn, NY.  These 600g (21.1oz) jelly cups, identified by container code ""BEST BEFORE 12.30.2020"" and UPC code 6902934982138, contain konjac powder and pose a potential choking hazard, particularly for children.  This recall stems from past incidents involving similar small jelly cups and their potential to cause choking in young consumers.  The product, available in pink, yellow, and blue backpacks containing numerous individual jelly cups, also features a toy car.  These backpacks were distributed in various retail stores nationwide.  The New York State Department of Agriculture and Markets initiated the recall following a routine inspection.  No consumer choking incidents have been reported to date.  Consumers are advised to return recalled products to their point of purchase for a full refund. Further information and assistance can be obtained by contacting Rong Shing Trading NY Inc. at 718-308-1177 or through email at rongshing4757@gmail.com. The FDA has placed import alert 35-15 on products containing certain unapproved konjac-based ingredients.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2009,10,1,au,Jelly Product Recall: Potential Konjac Powder Contamination,"Incident Report:  A recall is being initiated for several batches of Wong Coco jellies due to a potential health risk.  The products, including Wong Coco Konnyaku Jelly and Wong Coco Mini Jelly Nata de Coco, may contain an unauthorized additive, konjac powder (E425).  This ingredient is not permitted in Australian food products.  Consumers are strongly advised not to consume these jellies.  Affected products are identified by specific batch numbers and best-before dates.  Consumers are instructed to return these products to the retailer of purchase for a full refund. Affected retailers include [list retailers here]. The Australian Competition and Consumer Commission (ACCC) is overseeing this recall.  Possible health hazard related to choking is noted. Further information is available via the attached recall advertisement document.  This is a serious food safety issue.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2021,1,12,ie,Monster Energy Drink Recall - Potential Propylene Glycol Overage,"Dutch-based Monster Energy Company has initiated a voluntary recall of certain energy drink products due to a potential exceeding of propylene glycol levels. The recall, effective immediately, involves all batches of specified drinks produced in the Netherlands.  While no immediate health risks are anticipated, the company is taking this precautionary measure.  Consumers who have purchased affected products are advised to return them to the point of purchase for a full refund or exchange. Details regarding specific implicated drinks and batch codes are available on the company's website and through official channels.  This safety measure underscores the company's commitment to consumer well-being.  The recall is a precautionary measure to address potential issues related to permitted levels of food additives. Consumers are advised to contact Monster Energy customer service for further information or questions.  The implicated drinks are characterized by a high content of propylene glycol.",food additives and flavourings,non-alcoholic beverages,other,energy drink
2014,12,6,hk,Taiwan Bean Curd Recall - Potential Colorant Issue,"A recent food safety alert concerns a batch of black pepper dried bean curd from Taiwan.  The Centre for Food Safety (CFS) discovered the presence of an unapproved coloring agent, dimethyl yellow, during routine testing.  This product, produced by Techang Food Co, Ltd, is labeled as ""Towfu Cake"" and has a net weight of 70 grams.  The best-before date is March 24, 2015. While animal studies suggest a potential link between dimethyl yellow and cancer, human health implications remain unclear.  Out of caution, the CFS recommends consumers avoid consuming this product.  Retailers, distributors, and importers have been notified and instructed to remove the affected product from sale. The CFS is continuing its investigation and will provide further updates. This recall impacts black pepper dried bean curd products sourced from Taiwan.  Consumers with the affected product are advised to discard it. The specific product batch and related details can be found in the CFS press release.  Contact CFS for further information.",food additives and flavourings,herbs and spices,other,black pepper
2018,11,15,au,Konjac Jelly Recall - Potential Choking Hazard,"My Queen Pty Ltd is recalling batches of 360g Cici Jelly and Cici Jelly with Dairy mini jelly cups due to a potential choking hazard.  The product contains konjac, an ingredient that, if lodged in the throat, may impede breathing.  Consumers are urged to immediately stop consumption of these products and return them to the point of purchase for a full refund.  Affected products were sold in NSW and ACT Asian grocery stores. Contact My Queen Pty Ltd at 0433 565 116 for further information.  The Australian Competition and Consumer Commission (ACCC) is overseeing this recall.  Recall advertisement details and supporting documentation are available on file.  This incident highlights the critical importance of ensuring the safety of food products and avoiding unauthorised food additives, in this case, konjac.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2018,11,18,au,Kiwi Konjac Jelly Recall: Potential Choking Hazard,"Merry Seasons Kiwi Flavored Mini Jelly Cups, 360g, have been recalled due to a serious choking hazard.  The product, identified by PRA No. 2018/17157, contains konjac, an ingredient that may not fully dissolve in the digestive system and potentially lodge in the throat.  This could obstruct breathing and lead to serious injury.  Consumers are urged to immediately discontinue consumption and return the product to any Merry Seasons retail location for a full refund.  The recall affects products sold between October 2nd, 2018 and November 1st, 2018. Contact Merry Seasons Customer Service at 03 9662 3317 for further details.  The Australian Competition and Consumer Commission (ACCC) is responsible for this recall action.  This recall specifically impacts konjac-containing jellies, highlighting the danger of undissolved food additives.",food additives and flavourings,confectionery,e 425 - konjac unauthorised,jellies
2021,1,5,hk,Premier Food Ltd. Dates Recall Due to Undisclosed Preservatives,"Premier Food Ltd. is recalling a batch of imported dates due to undisclosed preservatives.  A recent food safety inspection by the Centre for Food Safety (CFS) revealed the presence of sorbic acid (69 ppm) and sulfur dioxide (41 ppm) in a sample of prepackaged dates from a West Kowloon retailer. While these levels are within legal limits, the crucial functional class and names of the additives were absent from the product label. This constitutes a violation of food labeling regulations and poses a potential risk to individuals with sensitivities to these preservatives. The product in question is 450g packages of dates originating from China, with a best-before date of December 31, 2021.  Affected consumers are urged to discard any product of this batch immediately. The CFS has instructed a product recall and notified the relevant vendor. Further investigation is ongoing. Consumers can contact the CFS hotline at 2291 6216 for clarification.  This incident highlights the importance of transparency and compliance with food labeling standards in the food industry.",food additives and flavourings,fruits and vegetables,other,dates
2010,11,29,au,Potential Bakery Product Recall - Undeclared Additives,"A recent investigation by the Food Standards Australia New Zealand (FSANZ) agency has identified a potential issue with a certain type of cake product manufactured by Haigh's Chocolates.  A sample of the ""Gourmet Christmas Cake"" (450g), sold in clear plastic boxes with cellophane wrapping, was discovered to potentially contain undeclared preservatives and colouring agents (specifically, E211 and E129). This product, sold in retail stores across New South Wales, South Australia, and Victoria, was available from November 9th, 2010, through November 29th, 2010.  The ""Best Before"" dates printed on the product packaging are September 19, 2011 and October 2, 2011.  Consumers who have purchased this product are strongly advised to return it to the place of purchase for a full refund.  For further details, please contact Haigh's Chocolates directly at 1800 819 757 or 1800819 757. This recall affects a specific batch of Christmas cakes, not all products from Haigh's.  FSANZ is coordinating the recall, and additional information is available in a supporting document, ""Recall Notice Advertisement.docx.""  This issue falls under the category of food additive and colouring agent concerns.  Consumers are urged to contact FSANZ for any queries or clarification.  The impacted product was identified within the categories of Groceries, Bakery and Cakes.",food additives and flavourings,cereals and bakery products,other,cakes
2018,5,23,uk,Urgent Recall: Potential Allergen Contamination in True Value Confectionery,"True Value Confectionery is initiating a product recall for select jelly and pudding cones due to potential allergen contamination concerns.  The affected products, Super Jelly Cone and Super Pudding Cone, are being recalled due to traces of an undeclared allergen, identified through recent testing.  This recall does *not* apply to any other True Value Confectionery products. 

**Affected Products:**
* **Super Jelly Cone:** 400g bag (20 pieces), Assorted Fruit Flavours. All batches with best-before dates are affected.
* **Super Pudding Cone:** 400g bag (20 pieces), Assorted Fruit Flavours. All batches with best-before dates are affected.

**Risk Assessment:**  Preliminary analysis indicates a possible allergic reaction in consumers with sensitivity to the specified allergen. Consumers with known sensitivities should immediately cease consumption of affected products and contact a medical professional if necessary. 

**Action Taken:**
True Value Confectionery has immediately initiated a complete recall of the affected products.  Point-of-sale notices detailing the reason for the recall and consumer instructions are now being displayed at all retail locations. Customers who have purchased these products are urged to immediately return the item to the point of purchase for a full refund or replacement. 

**Additional Information:** 
The company is cooperating fully with regulatory authorities and is committed to transparency regarding this matter.  The complete recall information is available for review at [Insert URL or other access method].

**Contact Information:** 
For further details or questions regarding this recall, please contact us at [insert phone number or email address].",food additives and flavourings,confectionery,other,jellies
2022,6,21,ca,Critical Alert: Potential Spoilage in Irresistibles Sesame Dressing,"Urgent recall issued for Irresistibles Sesame Asian Style Dressing.  The affected product, specifically the 350ml bottle with code BB 2023 FE, poses a risk of spoilage impacting its sensory qualities.  Consumers in Ontario and Quebec are urged to immediately discard any remaining stock.  Failure to comply could lead to unpleasant taste/aroma experiences, although the risk is not considered a health emergency.  Contact the Canadian Food Inspection Agency (CFIA) at 1-800-442-2342 for further inquiries.  Recall ID: RA-64297, CFIA ID: 15036.  Distributed by Metro Ontario Inc.  Affected products include Irresistibles Sesame Asian Style Dressing, 350ml bottles with UPC 0 59749 97580 3.  This incident report highlights crucial information relating to potential product spoilage impacting organoleptic characteristics of the dressing.",organoleptic aspects,"soups, broths, sauces and condiments",spoilage,dressing
